NCES_DISTR,District,DISTRICT_NAME,GT_SPEND_DIFF,TAX_DIFF,STATE_DIFF,TOT_MONEY_DIFF,SDLEA10,NAME,NAME2,TEA.District.Type,TEA.Description,NCES.District.Type,NCES.Description,Charter.School..Y.N.,SCH_GTENR_HI_M,SCH_GTENR_HI_F,GT_Hispanic,SCH_GTENR_AM_M,SCH_GTENR_AM_F,GT_AM,SCH_GTENR_AS_M,SCH_GTENR_AS_F,GT_AS,SCH_GTENR_HP_M,SCH_GTENR_HP_F,GT_HP,SCH_GTENR_BL_M,SCH_GTENR_BL_F,GT_BL,SCH_GTENR_WH_M,SCH_GTENR_WH_F,GT_WH,TOT_GTENR_M,TOT_GTENR_F,TOT_GT,LEA_STATE,LEA_STATE_NAME,LEA_NAME,SCH_PSENR_HI_M,SCH_PSENR_HI_F,SCH_PSENR_AM_M,SCH_PSENR_AM_F,SCH_PSENR_AS_M,SCH_PSENR_AS_F,SCH_PSENR_HP_M,SCH_PSENR_HP_F,SCH_PSENR_BL_M,SCH_PSENR_BL_F,SCH_PSENR_WH_M,SCH_PSENR_WH_F,SCH_PSENR_TR_M,SCH_PSENR_TR_F,TOT_PSENR_M,TOT_PSENR_F,SCH_PSENR_LEP_M,SCH_PSENR_LEP_F,SCH_PSENR_IDEA_M,SCH_PSENR_IDEA_F,SCH_ENR_HI_M,SCH_ENR_HI_F,SCH_ENR_AM_M,SCH_ENR_AM_F,SCH_ENR_AS_M,SCH_ENR_AS_F,SCH_ENR_HP_M,SCH_ENR_HP_F,SCH_ENR_BL_M,SCH_ENR_BL_F,SCH_ENR_WH_M,SCH_ENR_WH_F,SCH_ENR_TR_M,SCH_ENR_TR_F,TOT_ENR_M,TOT_ENR_F,SCH_ENR_HI,SCH_ENR_AM,SCH_ENR_AS,SCH_ENR_HP,SCH_ENR_BL,SCH_ENR_TR,TOT_ENR
4827270,201904,LEVERETTS CHAPEL ISD,-1749,16980,624325,629987,27270,Leveretts Chapel ISD,Leveretts Chapel,H,Rural,42,Rural-Distant,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,1,4,TX,TEXAS,LEVERETTS CHAPEL ISD,3,5,0,0,0,0,0,0,0,1,4,4,0,0,7,10,2,5,1,0,51,60,0,0,0,0,0,0,10,7,70,52,6,3,137,122,111,0,0,0,17,9,259
4827300,61902,LEWISVILLE ISD,493263,55350319,-30623934,28402548,27300,Lewisville ISD,Lewisville,B,Major Suburban,21,Suburb-Large,N,510,546,1056,11,17,28,738,727,1465,1,2,3,118,122,240,1496,1307,2803,2980,2844,5824,TX,TEXAS,LEWISVILLE ISD,391,399,2,3,193,179,1,1,112,101,145,132,35,31,879,846,481,494,150,57,7864,7654,111,100,3805,3686,26,22,2894,2685,11244,10346,959,1001,26903,25494,15518,211,7491,48,5579,1960,52397
4827330,144902,LEXINGTON ISD,-45596,426479,3095742,3565713,27330,Lexington ISD,Lexington,G,Non-metropolitan Stable,43,Rural-Remote,N,2,2,4,1,0,1,0,1,1,0,0,0,0,0,0,17,26,43,21,31,52,TX,TEXAS,LEXINGTON ISD,2,4,0,0,0,0,0,0,1,2,9,1,0,0,12,7,0,0,7,2,74,83,2,4,0,1,0,1,40,37,357,374,30,21,503,521,157,6,1,1,77,51,1024
4827390,19908,LIBERTY-EYLAU ISD,3045,-99787,2273072,2209144,27390,Liberty-Eylau ISD,Liberty-Eylau,G,Non-metropolitan Stable,13,City-Small,N,3,4,7,1,0,1,0,0,0,0,0,0,8,11,19,20,26,46,35,44,79,TX,TEXAS,LIBERTY-EYLAU ISD,12,4,0,2,0,0,0,0,60,71,39,37,5,9,116,123,1,1,2,2,83,77,6,8,2,1,2,1,670,623,447,436,70,77,1280,1223,160,14,3,3,1293,147,2503
4827420,246908,LIBERTY HILL ISD,64347,10214480,1762130,11994028,27420,Liberty Hill ISD,Liberty Hill,D,Other Central City Suburban,41,Rural-Fringe,N,10,4,14,0,2,2,0,0,0,0,0,0,1,1,2,70,62,132,86,72,158,TX,TEXAS,LIBERTY HILL ISD,17,8,0,0,0,1,0,0,1,1,27,23,2,2,47,35,6,4,18,8,438,419,6,8,9,18,4,2,28,32,1466,1435,83,71,2034,1985,857,14,27,6,60,154,4019
4827450,146906,LIBERTY ISD,217053,340176,2122327,2354686,27450,Liberty ISD,Liberty,G,Non-metropolitan Stable,32,Town-Distant,N,25,23,48,0,0,0,1,3,4,0,0,0,8,14,22,54,57,111,91,102,193,TX,TEXAS,LIBERTY ISD,26,33,0,0,0,1,0,0,8,8,31,21,2,0,67,63,17,23,10,3,415,400,2,0,8,9,0,0,161,173,449,421,33,35,1068,1038,815,2,17,0,334,68,2106
4827510,212903,LINDALE ISD,23884,1892770,4628446,6444059,27510,Lindale ISD,Lindale,D,Other Central City Suburban,31,Town-Fringe,N,11,12,23,2,0,2,4,3,7,0,0,0,4,9,13,171,130,301,199,163,362,TX,TEXAS,LINDALE ISD,16,19,0,0,1,1,0,0,11,5,38,26,0,1,66,52,2,4,2,1,341,355,10,11,17,26,1,0,119,120,1498,1393,102,89,2088,1994,696,21,43,1,239,191,4082
4827540,34905,LINDEN-KILDARE CISD,37036,146994,519676,731214,27540,Linden-Kildare Cons ISD,Linden-Kildare Cons,H,Rural,43,Rural-Remote,N,0,3,3,0,0,0,1,1,2,0,0,0,3,2,5,20,31,51,24,39,63,TX,TEXAS,LINDEN-KILDARE CISD,2,0,0,0,0,1,0,0,7,7,20,13,1,3,30,24,2,1,5,1,25,28,1,0,1,5,0,0,60,68,236,240,20,15,343,356,53,1,6,0,128,35,699
4827570,49907,LINDSAY ISD,2751,-848514,1285501,462201,27570,Lindsay ISD,Lindsay,H,Rural,42,Rural-Distant,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,29,15,14,29,TX,TEXAS,LINDSAY ISD,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,1,2,6,5,3,2,6,2,0,0,2,0,228,237,2,1,247,247,11,5,8,0,2,3,494
4827600,72909,LINGLEVILLE ISD,565,139589,389904,544708,27600,Lingleville ISD,Lingleville,H,Rural,42,Rural-Distant,N,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,6,7,13,TX,TEXAS,LINGLEVILLE ISD,4,1,0,0,0,0,0,0,1,0,3,3,0,0,8,4,4,1,0,1,75,55,0,0,0,0,0,0,2,0,74,68,1,1,152,124,130,0,0,0,2,2,276
4827630,111902,LIPAN ISD,343,-69950,1821153,1676072,27630,Lipan ISD,Lipan,F,Non-metropolitan Fast Growing,43,Rural-Remote,N,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15,9,7,16,TX,TEXAS,LIPAN ISD,0,3,0,0,0,0,0,0,0,0,6,13,0,0,6,16,0,0,0,0,16,27,0,0,0,0,0,0,1,0,174,165,3,4,194,196,43,0,0,0,1,7,390
4827690,181908,LITTLE CYPRESS-MAURICEVILLE CISD,46053,376243,3057275,7351591,27690,Little Cypress-Mauriceville Cons ISD,Little Cypress-Mauriceville Cons,E,Independent Town,22,Suburb-Midsize,N,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22,16,13,29,TX,TEXAS,LITTLE CYPRESS-MAURICEVILLE CISD,4,4,0,0,0,0,0,0,0,1,18,16,1,0,23,21,2,1,0,1,177,157,5,4,28,17,0,1,121,82,1308,1139,51,48,1690,1448,334,9,45,1,203,99,3138
4827720,61914,LITTLE ELM ISD,12110,16982854,-7133438,9727476,27720,Little Elm ISD,Little Elm,D,Other Central City Suburban,21,Suburb-Large,N,57,43,100,0,0,0,22,13,35,0,0,0,19,17,36,128,104,232,242,185,427,TX,TEXAS,LITTLE ELM ISD,31,33,0,1,5,5,0,0,16,17,52,48,3,1,107,105,52,57,26,9,1484,1392,15,13,138,121,10,13,596,578,1543,1320,153,143,3939,3580,2876,28,259,23,1174,296,7519
4827750,140904,LITTLEFIELD ISD,4038,303593,912524,3348911,27750,Littlefield ISD,Littlefield,G,Non-metropolitan Stable,32,Town-Distant,N,11,8,19,0,0,0,0,0,0,0,0,0,0,0,0,14,8,22,25,18,43,TX,TEXAS,LITTLEFIELD ISD,31,35,0,0,0,0,0,0,3,1,5,2,1,1,40,39,6,9,5,3,490,491,2,0,2,1,0,0,54,35,144,111,5,10,697,648,981,2,3,0,89,15,1345
4827780,187907,LIVINGSTON ISD,-57094,1424709,1606232,3007650,27780,Livingston ISD,Livingston,E,Independent Town,41,Rural-Fringe,N,9,10,19,0,0,0,1,3,4,0,0,0,2,1,3,65,69,134,79,83,162,TX,TEXAS,LIVINGSTON ISD,30,33,0,0,0,1,0,0,7,8,44,40,3,5,84,87,8,12,11,5,488,470,6,5,9,19,0,1,216,200,1403,1220,60,64,2182,1979,958,11,28,1,416,124,4161
4827810,150901,LLANO ISD,30997,540468,-106878,737893,27810,Llano ISD,Llano,G,Non-metropolitan Stable,41,Rural-Fringe,N,6,3,9,0,1,1,0,1,1,0,0,0,1,0,1,40,39,79,50,47,97,TX,TEXAS,LLANO ISD,5,8,0,0,1,0,0,0,0,0,32,29,1,1,39,38,3,1,7,3,242,234,1,4,5,7,0,0,9,5,644,588,27,28,928,866,476,5,12,0,14,55,1794
4827870,28902,LOCKHART ISD,-63661,3694911,6272443,9924774,27870,Lockhart ISD,Lockhart,D,Other Central City Suburban,31,Town-Fringe,N,75,65,140,2,3,5,1,0,1,0,0,0,3,5,8,64,69,133,151,143,294,TX,TEXAS,LOCKHART ISD,120,97,0,0,0,0,0,0,4,7,23,22,3,0,150,126,43,26,21,10,2274,2115,7,14,13,9,1,3,102,98,571,601,47,32,3015,2872,4389,21,22,4,200,79,5887
4827890,77902,LOCKNEY ISD,-12872,-107411,706908,527805,27890,Lockney ISD,Lockney,H,Rural,43,Rural-Remote,N,1,3,4,0,0,0,0,0,0,0,0,0,1,0,1,3,4,7,5,8,13,TX,TEXAS,LOCKNEY ISD,5,15,0,0,0,0,0,0,0,0,2,1,0,0,7,16,1,1,0,1,178,181,0,0,0,0,0,0,4,2,52,39,1,1,235,223,359,0,0,0,6,2,458
4827930,160905,LOHN ISD,-1140,370258,-264124,-26694,27930,Lohn ISD,Lohn,H,Rural,43,Rural-Remote,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,TX,TEXAS,LOHN ISD,1,1,0,0,0,0,0,0,0,0,5,2,0,0,6,3,0,1,0,0,27,29,1,1,0,0,0,0,0,0,24,25,0,0,52,55,56,2,0,0,0,0,107
4827960,141902,LOMETA ISD,2146,-35712,1321987,1296606,27960,Lometa ISD,Lometa,F,Non-metropolitan Fast Growing,43,Rural-Remote,N,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,4,8,TX,TEXAS,LOMETA ISD,5,11,0,1,0,0,0,0,0,1,13,4,0,0,18,17,0,0,4,0,72,70,2,2,0,2,0,0,1,2,69,60,1,1,145,137,142,4,2,0,3,2,282
4827990,178906,LONDON ISD,-54562,3106096,-859059,2249740,27990,London ISD,London,D,Other Central City Suburban,41,Rural-Fringe,N,16,17,33,0,0,0,4,4,8,0,0,0,0,1,1,45,47,92,66,69,135,TX,TEXAS,LONDON ISD,10,3,0,0,1,1,0,0,0,0,8,6,1,0,20,10,0,0,1,2,250,265,1,1,15,21,1,0,4,7,236,229,7,8,514,531,515,2,36,1,11,15,1045
4828020,116906,LONE OAK ISD,-1942,546561,2332865,2864948,28020,Lone Oak ISD,Lone Oak,G,Non-metropolitan Stable,42,Rural-Distant,N,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,41,44,85,47,44,91,TX,TEXAS,LONE OAK ISD,2,2,0,0,1,0,0,0,0,0,12,13,0,0,15,15,1,0,3,0,48,45,4,1,2,0,2,3,21,4,464,433,7,10,548,496,93,5,2,5,25,17,1044
4828110,92903,LONGVIEW ISD,27561,2826888,14639973,17975563,28110,Longview ISD,Longview,C,Other Central City,13,City-Small,N,36,38,74,3,0,3,17,17,34,1,0,1,23,18,41,127,119,246,217,199,416,TX,TEXAS,LONGVIEW ISD,146,114,1,0,0,4,1,0,121,129,34,33,15,9,318,289,81,66,33,14,1809,1768,20,28,60,59,7,5,1659,1543,898,842,177,148,4630,4393,3577,48,119,12,3202,325,9023
4828140,83902,LOOP ISD,241,1084776,-376849,897203,28140,Loop ISD,Loop,H,Rural,43,Rural-Remote,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TX,TEXAS,LOOP ISD,1,2,0,0,0,0,0,0,0,0,6,1,0,0,7,3,0,1,0,1,29,39,0,0,0,0,0,0,0,0,44,43,0,0,73,82,68,0,0,0,0,0,155
4828170,168902,LORAINE ISD,-2731,685006,-509207,107915,28170,Loraine ISD,Loraine,H,Rural,42,Rural-Distant,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,TX,TEXAS,LORAINE ISD,6,3,0,0,0,0,0,0,1,1,2,2,0,0,9,6,2,0,2,0,48,39,0,2,0,0,0,0,7,4,33,24,1,1,89,70,87,2,0,0,11,2,159
4828200,161907,LORENA ISD,-29532,958750,1249157,2256020,28200,Lorena ISD,Lorena,G,Non-metropolitan Stable,41,Rural-Fringe,N,8,4,12,1,1,2,0,0,0,0,0,0,3,0,3,80,84,164,94,89,183,TX,TEXAS,LORENA ISD,13,2,0,0,0,0,0,0,0,1,24,14,1,0,38,17,2,1,8,0,157,121,5,3,1,7,0,0,13,9,694,691,31,31,901,862,278,8,8,0,22,62,1763
4828230,54902,LORENZO ISD,-6142,1309320,-125591,1061011,28230,Lorenzo ISD,Lorenzo,H,Rural,42,Rural-Distant,N,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,3,9,TX,TEXAS,LORENZO ISD,7,2,0,0,0,0,0,0,0,0,3,3,0,0,10,5,2,0,1,0,94,113,0,0,0,0,0,0,3,7,19,23,0,0,116,143,207,0,0,0,10,0,259
4828290,31906,LOS FRESNOS CISD,6407,3237349,-4967829,-4679958,28290,Los Fresnos Cons ISD,Los Fresnos Cons,D,Other Central City Suburban,22,Suburb-Midsize,N,350,358,708,0,0,0,7,4,11,0,0,0,1,1,2,22,21,43,380,384,764,TX,TEXAS,LOS FRESNOS CISD,286,256,0,0,0,0,0,0,0,0,9,10,1,0,296,266,83,73,49,17,5390,4997,8,1,13,13,2,2,13,11,175,148,5,3,5606,5175,10387,9,26,4,24,8,10781
4828350,241906,LOUISE ISD,-2315,100979,1229797,1472259,28350,Louise ISD,Louise,H,Rural,42,Rural-Distant,N,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,4,14,18,11,20,31,TX,TEXAS,LOUISE ISD,12,8,0,0,0,0,0,0,0,0,6,0,1,0,19,8,2,2,0,1,162,140,0,2,1,3,0,0,14,9,96,93,1,2,274,249,302,2,4,0,23,3,523
4828380,43919,LOVEJOY ISD,154050,5016766,-3630626,1516789,28380,Lovejoy ISD,Lovejoy,G,Non-metropolitan Stable,21,Suburb-Large,N,25,22,47,2,1,3,63,62,125,1,0,1,7,12,19,333,271,604,452,391,843,TX,TEXAS,LOVEJOY ISD,2,1,0,0,0,1,0,0,4,0,35,16,0,1,41,19,0,0,11,6,160,179,12,19,144,161,1,1,67,54,1741,1539,88,98,2213,2051,339,31,305,2,121,186,4264
4828410,113903,LOVELADY ISD,1314,26123,704061,748602,28410,Lovelady ISD,Lovelady,H,Rural,43,Rural-Remote,N,1,2,3,0,0,0,0,0,0,1,0,1,0,0,0,12,11,23,14,15,29,TX,TEXAS,LOVELADY ISD,2,2,0,0,1,0,0,0,2,2,13,11,0,2,18,17,0,1,4,0,21,27,1,0,3,3,1,0,30,29,218,195,13,9,287,263,48,1,6,1,59,22,550
4828500,152901,LUBBOCK ISD,-92446,5770118,5409463,13490201,28500,Lubbock ISD,Lubbock,C,Other Central City,11,City-Large,N,214,228,442,3,2,5,45,44,89,0,1,1,52,49,101,359,390,749,700,747,1447,TX,TEXAS,LUBBOCK ISD,381,419,3,0,16,13,0,1,107,107,126,124,16,9,649,673,43,42,33,18,8472,8082,46,32,297,252,8,10,1916,1911,3249,3278,293,271,14281,13836,16554,78,549,18,3827,564,28117
4828530,127905,LUEDERS-AVOCA ISD,-996,-84458,577039,498195,28530,Lueders-Avoca ISD,Lueders-Avoca,H,Rural,42,Rural-Distant,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,TX,TEXAS,LUEDERS-AVOCA ISD,1,0,0,0,0,0,0,0,1,0,6,3,0,0,8,3,0,0,0,0,10,12,0,0,0,0,0,0,1,0,47,32,3,1,61,45,22,0,0,0,1,4,106
4828550,3903,LUFKIN ISD,158393,843427,8211891,6346303,28550,Lufkin ISD,Lufkin,E,Independent Town,33,Town-Remote,N,75,91,166,4,0,4,17,27,44,1,0,1,76,96,172,243,272,515,423,493,916,TX,TEXAS,LUFKIN ISD,136,154,0,0,2,1,0,0,109,112,42,35,22,15,311,317,79,87,7,3,1759,1703,11,4,36,54,4,1,1184,1091,997,927,124,128,4115,3908,3462,15,90,5,2275,252,8023
4828590,28903,LULING ISD,-7032,894642,1374229,2319568,28590,Luling ISD,Luling,E,Independent Town,32,Town-Distant,N,8,19,27,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19,16,31,47,TX,TEXAS,LULING ISD,29,29,0,0,0,0,0,0,2,1,9,6,2,1,42,37,4,5,4,1,491,498,0,1,0,5,0,1,33,38,183,155,13,13,720,711,989,1,5,1,71,26,1431
4828620,245902,LYFORD CISD,-29465,-118196,307845,684030,28620,Lyford Cons ISD,Lyford Cons,G,Non-metropolitan Stable,32,Town-Distant,N,59,46,105,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,65,49,114,TX,TEXAS,LYFORD CISD,43,27,0,0,0,0,0,0,1,1,0,0,0,0,44,28,6,3,3,1,751,755,0,0,2,0,0,0,2,5,20,15,0,1,775,776,1506,0,2,0,7,1,1551
4828650,7904,LYTLE ISD,-10874,868620,3094884,4104476,28650,Lytle ISD,Lytle,G,Non-metropolitan Stable,31,Town-Fringe,N,18,15,33,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17,28,26,54,TX,TEXAS,LYTLE ISD,48,43,0,0,0,0,0,0,0,0,7,8,2,0,57,51,10,7,14,4,693,673,2,4,1,0,3,1,4,8,171,121,4,8,878,815,1366,6,1,4,12,12,1693
4828680,129905,MABANK ISD,6783,1384355,3328474,4722584,28680,Mabank ISD,Mabank,D,Other Central City Suburban,32,Town-Distant,N,20,16,36,0,1,1,1,2,3,0,1,1,2,3,5,104,121,225,132,147,279,TX,TEXAS,MABANK ISD,39,38,1,0,7,2,0,0,5,3,130,106,6,6,188,155,14,7,11,3,328,299,12,11,24,20,0,1,31,28,1388,1240,70,62,1853,1661,627,23,44,1,59,132,3514
4828710,154901,MADISONVILLE CISD,10130,855605,6428176,7288804,28710,Madisonville Cons ISD,Madisonville Cons,G,Non-metropolitan Stable,32,Town-Distant,N,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,12,16,28,13,20,33,TX,TEXAS,MADISONVILLE CISD,32,31,0,0,0,0,0,0,29,22,25,27,3,1,89,81,16,24,6,5,409,404,1,1,7,3,0,0,237,221,519,481,39,34,1212,1144,813,2,10,0,458,73,2356
4828740,170906,MAGNOLIA ISD,62749,8945449,2240497,11139968,28740,Magnolia ISD,Magnolia,D,Other Central City Suburban,41,Rural-Fringe,N,65,48,113,0,0,0,6,2,8,0,0,0,2,0,2,272,239,511,351,298,649,TX,TEXAS,MAGNOLIA ISD,94,104,1,1,1,0,1,0,6,4,103,77,2,5,208,191,61,72,40,20,2232,2211,36,33,69,58,4,3,169,129,4065,3716,130,135,6705,6285,4443,69,127,7,298,265,12990
4828780,107906,MALAKOFF ISD,17047,2820732,-235480,2298499,28780,Malakoff ISD,Malakoff,G,Non-metropolitan Stable,33,Town-Remote,N,3,2,5,0,0,0,0,1,1,0,0,0,1,4,5,14,34,48,18,43,61,TX,TEXAS,MALAKOFF ISD,9,3,0,0,0,0,0,0,3,7,17,23,1,1,30,34,5,0,2,1,108,108,3,0,2,4,0,2,89,93,503,442,13,24,718,673,216,3,6,2,182,37,1391
4828800,109908,MALONE ISD,-5065,123642,1000999,1099835,28800,Malone ISD,Malone,H,Rural,42,Rural-Distant,N,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,5,1,6,TX,TEXAS,MALONE ISD,16,6,0,0,0,0,0,0,1,0,5,3,0,0,22,9,11,5,3,0,52,36,0,0,0,0,0,0,6,3,25,29,4,3,87,71,88,0,0,0,9,7,158
4828830,19910,MALTA ISD,-1552,12064,965365,994351,28830,Malta ISD,Malta,H,Rural,42,Rural-Distant,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,5,3,8,TX,TEXAS,MALTA ISD,1,2,1,0,0,0,0,0,0,0,28,18,1,2,31,22,0,0,0,0,7,4,4,0,0,0,0,0,1,0,94,66,4,7,110,77,11,4,0,0,1,11,187
4828890,227907,MANOR ISD,-88593,12360923,-2493818,7746684,28890,Manor ISD,Manor,B,Major Suburban,41,Rural-Fringe,N,225,221,446,1,0,1,30,22,52,2,4,6,57,68,125,45,46,91,375,375,750,TX,TEXAS,MANOR ISD,220,212,0,0,26,21,0,0,66,65,16,15,5,8,333,321,180,185,43,15,3068,2892,6,8,181,179,3,5,940,889,347,334,127,125,4672,4432,5960,14,360,8,1829,252,9104
4828920,220908,MANSFIELD ISD,-361497,29014228,12322393,39985243,28920,Mansfield ISD,Mansfield,B,Major Suburban,21,Suburb-Large,N,214,198,412,0,2,2,126,118,244,1,1,2,180,171,351,629,588,1217,1220,1155,2375,TX,TEXAS,MANSFIELD ISD,145,137,0,1,41,54,0,3,112,106,71,77,11,13,380,391,185,185,13,2,4532,4355,55,57,1296,1200,13,21,5428,4932,5898,5451,827,800,18049,16816,8887,112,2496,34,10360,1627,34865
4828980,22902,MARATHON ISD,2540,-14905,144940,521388,28980,Marathon ISD,Marathon,H,Rural,43,Rural-Remote,N,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,3,5,TX,TEXAS,MARATHON ISD,6,2,0,0,0,0,0,0,0,0,2,1,0,0,8,3,0,0,3,0,19,18,0,0,0,0,0,0,0,0,13,13,0,0,32,31,37,0,0,0,0,0,63
4829010,27904,MARBLE FALLS ISD,116215,5269017,-691105,4850377,29010,Marble Falls ISD,Marble Falls,E,Independent Town,32,Town-Distant,N,32,35,67,1,0,1,0,0,0,2,0,2,2,1,3,119,89,208,156,127,283,TX,TEXAS,MARBLE FALLS ISD,86,71,0,0,2,2,0,0,6,2,39,17,2,3,135,95,32,31,28,12,1071,935,7,5,26,12,6,4,56,28,1027,971,39,43,2232,1998,2006,12,38,10,84,82,4230
4829040,189901,MARFA ISD,-40062,862645,-676271,276786,29040,Marfa ISD,Marfa,H,Rural,43,Rural-Remote,N,1,2,3,0,0,0,1,0,1,0,0,0,0,0,0,5,0,5,7,2,9,TX,TEXAS,MARFA ISD,14,13,0,0,0,0,0,0,0,3,4,4,0,0,18,20,4,3,0,0,140,128,0,0,1,0,0,0,0,3,23,23,0,1,164,155,268,0,1,0,3,1,319
4829100,94904,MARION ISD,17272,189121,3979889,4290990,29100,Marion ISD,Marion,D,Other Central City Suburban,21,Suburb-Large,N,11,8,19,1,1,2,0,0,0,0,1,1,1,0,1,41,42,83,58,54,112,TX,TEXAS,MARION ISD,25,10,0,0,0,0,0,0,0,1,16,15,2,1,43,27,4,2,13,2,299,281,1,1,2,1,0,1,17,9,427,401,18,12,764,706,580,2,3,1,26,30,1470
4829130,73903,MARLIN ISD,-20200,335444,1359280,1734659,29130,Marlin ISD,Marlin,G,Non-metropolitan Stable,32,Town-Distant,N,11,8,19,0,0,0,1,0,1,0,0,0,13,22,35,1,1,2,27,31,58,TX,TEXAS,MARLIN ISD,9,8,0,0,1,0,0,0,14,18,2,4,0,0,26,30,4,7,4,2,156,109,2,0,3,3,0,0,245,249,32,21,6,9,444,391,265,2,6,0,494,15,835
4829160,102902,MARSHALL ISD,9483,1850116,4388805,6146889,29160,Marshall ISD,Marshall,E,Independent Town,32,Town-Distant,N,119,126,245,1,0,1,3,5,8,0,0,0,75,117,192,133,142,275,337,402,739,TX,TEXAS,MARSHALL ISD,58,63,0,1,0,0,0,0,79,76,17,11,3,4,157,155,41,49,14,7,971,976,5,15,13,18,1,2,1028,987,676,589,77,80,2771,2667,1947,20,31,3,2015,157,5438
4829190,161908,MART ISD,-9742,22275,420138,573304,29190,Mart ISD,Mart,H,Rural,42,Rural-Distant,N,2,1,3,0,0,0,0,0,0,0,0,0,4,1,5,9,19,28,18,24,42,TX,TEXAS,MART ISD,1,4,0,0,0,0,0,0,1,4,6,9,1,2,9,19,1,0,0,1,59,49,0,0,2,0,0,0,64,74,115,119,17,19,257,261,108,0,2,0,138,36,518
4829220,234905,MARTINS MILL ISD,-5297,193549,656788,786431,29220,Martins Mill ISD,Martins Mill,H,Rural,42,Rural-Distant,N,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,19,17,36,20,18,38,TX,TEXAS,MARTINS MILL ISD,4,8,0,0,0,0,0,0,0,1,14,10,2,0,20,19,3,7,3,1,60,63,1,0,0,1,1,0,5,3,195,190,5,5,267,262,123,1,1,1,8,10,529
4829250,174909,MARTINSVILLE ISD,14496,317866,1182286,1540926,29250,Martinsville ISD,Martinsville,H,Rural,43,Rural-Remote,N,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9,17,26,10,19,29,TX,TEXAS,MARTINSVILLE ISD,4,0,0,0,0,0,0,0,0,2,8,6,0,1,12,9,0,0,0,2,33,28,0,0,0,0,0,0,5,16,151,140,10,14,199,198,61,0,0,0,21,24,397
4829280,157901,MASON ISD,37600,604878,933864,1706900,29280,Mason ISD,Mason,H,Rural,43,Rural-Remote,N,8,4,12,0,0,0,0,1,1,0,0,0,0,0,0,46,46,92,55,53,108,TX,TEXAS,MASON ISD,5,11,0,0,0,1,0,0,0,0,16,6,0,0,21,18,2,4,2,2,137,126,0,0,0,5,0,0,0,1,242,212,2,4,381,348,263,0,5,0,1,6,729
4829370,158904,MATAGORDA ISD,-1889,-320556,-73881,-471840,29370,Matagorda ISD,Matagorda,H,Rural,43,Rural-Remote,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,3,3,6,TX,TEXAS,MATAGORDA ISD,2,3,0,0,0,0,0,0,0,0,2,3,0,0,4,6,0,1,0,0,32,33,0,0,0,0,0,0,0,0,41,47,3,1,76,81,65,0,0,0,0,4,157
4829400,205904,MATHIS ISD,3868,25895,326203,-226680,29400,Mathis ISD,Mathis,G,Non-metropolitan Stable,32,Town-Distant,N,23,29,52,0,0,0,1,1,2,0,0,0,0,0,0,4,0,4,28,30,58,TX,TEXAS,MATHIS ISD,26,18,0,2,3,0,0,0,2,0,19,10,0,1,50,31,1,1,4,0,776,686,1,3,5,2,0,0,4,10,88,69,3,7,877,777,1462,4,7,0,14,10,1654
4829460,19903,MAUD ISD,2777,77713,1148143,1243454,29460,Maud ISD,Maud,H,Rural,42,Rural-Distant,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,8,18,11,9,20,TX,TEXAS,MAUD ISD,2,0,0,0,0,0,0,0,0,0,14,18,1,2,17,20,0,0,5,1,13,8,2,0,0,0,0,1,20,17,212,194,13,8,260,228,21,2,0,1,37,21,488
